,server_timestamp,trade_price,trade_size,is_buyer_maker
426,1603659674197,407.71,0.023,False
427,1603659674211,407.71,0.109,False
428,1603659674211,407.71,0.175,False
429,1603659674211,407.71,1.0,False
430,1603659674211,407.71,1.007,False
431,1603659674211,407.71,0.226,False
432,1603659674211,407.71,0.16,False
433,1603659674211,407.71,1.006,False
434,1603659674211,407.71,0.044,False
435,1603659674211,407.71,0.457,False
436,1603659674211,407.71,1.124,False
437,1603659674228,407.71,3.531,True
438,1603659674373,407.74,0.22,True
439,1603659674373,407.73,0.252,True
440,1603659674375,407.73,0.884,True
441,1603659674602,407.74,0.064,True
442,1603659674602,407.74,0.003,True
443,1603659674603,407.74,0.003,True
444,1603659674603,407.73,0.001,True
445,1603659674603,407.73,2.0,True
446,1603659674603,407.71,1.97,True
447,1603659674603,407.71,0.288,True
448,1603659674726,407.71,6.484,True
449,1603659674831,407.72,0.022,True
450,1603659674831,407.72,0.542,True
451,1603659674831,407.71,4.502,True
452,1603659675077,407.71,0.019,True
453,1603659675077,407.7,0.006,True
454,1603659675078,407.7,0.006,True
455,1603659675078,407.7,0.011,True
456,1603659675080,407.7,0.005,True
457,1603659675081,407.7,0.011,True
458,1603659675081,407.7,0.006,True
459,1603659675081,407.7,0.012,True
460,1603659675081,407.7,0.001,True
461,1603659675081,407.7,0.006,True
462,1603659675081,407.7,0.011,True
463,1603659675081,407.7,0.005,True
464,1603659675081,407.7,0.001,True
465,1603659675081,407.7,2.0,True
466,1603659675081,407.69,0.006,True
467,1603659675082,407.69,0.011,True
468,1603659675082,407.69,2.0,True
469,1603659675082,407.69,0.605,True
470,1603659675166,407.73,0.005,False
471,1603659675269,407.73,0.011,False
472,1603659675302,407.72,0.001,True
473,1603659675304,407.72,0.001,True
474,1603659675304,407.71,0.001,True
475,1603659675304,407.69,1.395,True
476,1603659675305,407.68,0.316,True
477,1603659675305,407.68,0.021,True
478,1603659675305,407.68,0.708,True
479,1603659675305,407.68,0.02,True
480,1603659675305,407.68,0.935,True
481,1603659675305,407.68,0.225,True
482,1603659675530,407.7,0.003,True
483,1603659675530,407.7,0.001,True
484,1603659675530,407.68,0.129,True
485,1603659675661,407.71,0.006,False
486,1603659675762,407.7,0.003,True
487,1603659675762,407.68,0.547,True
488,1603659675762,407.66,1.028,True
489,1603659675767,407.71,0.011,False
490,1603659675861,407.68,6.013,True
491,1603659678786,407.71,0.011,False
492,1603659678953,407.7,0.006,True
493,1603659678953,407.7,0.011,True
494,1603659679071,407.7,0.001,True
495,1603659679072,407.7,0.001,True
496,1603659679072,407.7,0.001,True
497,1603659679072,407.7,0.006,True
498,1603659679072,407.69,3.737,True
499,1603659679295,407.68,0.011,False
500,1603659679299,407.67,1.002,True
501,1603659679963,407.67,1.017,True
502,1603659680626,407.67,0.838,True
503,1603659681282,407.67,0.031,True
504,1603659681283,407.67,0.001,True
505,1603659681283,407.67,0.005,True
506,1603659681283,407.67,0.012,True
507,1603659681283,407.67,0.003,True
508,1603659681284,407.65,1.415,True
509,1603659681512,407.63,0.955,True
510,1603659681740,407.63,2.0,True
511,1603659681740,407.63,1.912,True
512,1603659681969,407.64,0.029,True
513,1603659681970,407.64,1.004,True
514,1603659682198,407.64,0.021,True
515,1603659682198,407.64,1.395,True
516,1603659682198,407.64,0.009,True
517,1603659682198,407.63,0.088,True
518,1603659682198,407.63,0.001,True
519,1603659682199,407.62,0.001,True
520,1603659682199,407.61,0.2,True
521,1603659682199,407.61,8.552,True
522,1603659682424,407.64,0.016,True
523,1603659682424,407.62,0.303,True
524,1603659683356,407.65,0.284,False
525,1603659683357,407.65,0.097,False
526,1603659683357,407.65,1.272,False
527,1603659683357,407.65,0.885,False
528,1603659683357,407.65,0.503,False
529,1603659685098,407.64,0.01,True
530,1603659685098,407.64,0.001,True
531,1603659685098,407.64,0.005,True
532,1603659685098,407.64,0.001,True
533,1603659685098,407.64,0.068,True
534,1603659685098,407.63,2.0,True
535,1603659685098,407.63,2.0,True
536,1603659685098,407.62,6.0,True
537,1603659685099,407.61,6.0,True
538,1603659685100,407.6,1.093,True
539,1603659685325,407.6,4.896,True
540,1603659686823,407.61,0.038,False
541,1603659686824,407.61,0.036,False
542,1603659686824,407.61,0.429,False
543,1603659686824,407.61,0.772,False
544,1603659686825,407.61,0.214,False
545,1603659686826,407.61,0.019,False
546,1603659686826,407.61,0.111,False
547,1603659686826,407.61,0.198,False
548,1603659686826,407.61,0.786,False
549,1603659687311,407.63,0.01,True
550,1603659687311,407.63,0.142,True
551,1603659687913,407.64,0.265,False
552,1603659688141,407.64,0.735,False
553,1603659688142,407.64,0.001,False
554,1603659688142,407.65,0.04,False
555,1603659688142,407.68,0.346,False
556,1603659689958,407.69,0.005,True
557,1603659689959,407.69,0.07,True
558,1603659690418,407.69,4.311,True
559,1603659690418,407.69,4.381,True
560,1603659690418,407.69,1.816,True
561,1603659690643,407.69,2.04,True
562,1603659690669,407.7,1.861,False
563,1603659690670,407.7,1.0,False
564,1603659690670,407.7,0.049,False
565,1603659690670,407.7,0.031,False
566,1603659690670,407.73,2.468,False
567,1603659690671,407.76,0.2,False
568,1603659690671,407.76,0.49,False
569,1603659690671,407.77,2.496,False
570,1603659690671,407.78,2.494,False
571,1603659690683,407.79,6.012,True
572,1603659690689,407.79,1.21,True
573,1603659690691,407.79,0.245,True
574,1603659690691,407.79,0.194,True
575,1603659690692,407.76,0.051,True
576,1603659690875,407.71,2.838,True
577,1603659693317,407.72,0.201,False
578,1603659696071,407.72,0.1,False
579,1603659696936,407.72,0.001,False
580,1603659696936,407.72,0.001,False
581,1603659699940,407.72,0.998,False
582,1603659699942,407.72,0.201,False
583,1603659699942,407.72,2.618,False
584,1603659699942,407.72,0.001,False
585,1603659699943,407.72,0.435,False
586,1603659699943,407.72,1.008,False
587,1603659699943,407.72,0.585,False
